x	y
0.583419041180244	0.61846740358903
0.521106919407148	0.521274330538939
0.468706656688415	0.519490338458259
0.383645934325181	0.553159761069775
0.418681188737724	0.582515602488977
0.474524285487645	0.537830773749083
0.430538762918693	0.534510003839266
0.465519347197704	0.646562207037472
0.573343266540816	0.470610679274631
0.483139233105719	0.396754257228445
0.480937639278958	0.543848436711855
0.498866376664705	0.51917897698448
0.385330502407264	0.522586807477353
0.60532618896534	0.525400371862327
0.54211044355345	0.596897770805679
0.528500859430058	0.628501481330614
0.58505785314288	0.541154869667106
0.465553482509913	0.555173476446508
0.502331455267107	0.60860461444055
0.49204393675105	0.585550028681379
0.36782762608079	0.383755194062502
0.380563537976999	0.421924016725103
0.520960203659761	0.476504940009264
0.547476123771606	0.493280665971832
0.47541328120817	0.392308589506094
0.516591227254513	0.383771424809147
0.41408745053654	0.595841586550811
0.477232598217629	0.459939540530233
0.403823029162534	0.452252594570837
0.478325214085075	0.441267360030718
0.368948425384775	0.574786832467756
0.438485741779694	0.446262543526746
0.474890097363872	0.539508515612602
0.619928357678231	0.496113276930091
0.455858915533159	0.52203887786434
0.365893185166231	0.506951743048986
0.355682080315962	0.415407992417581
0.429617772734518	0.385956800934853
0.566638838331518	0.56424613689372
0.502264542321039	0.571739914827101
0.438193451775965	0.494921072889849
0.417830507262531	0.467576567338904
0.381647999983054	0.360589682539913
0.647309689119342	0.529072831909961
0.531701358558295	0.553491224293781
0.450618886166625	0.388651949508003
0.422920072374171	0.374939754840418
0.456918596957035	0.463846768444007
0.536704107755119	0.455517792904066
0.574342237705479	0.479434365485619
0.528385956354099	0.583860908530118
0.50716527568071	0.580408256580355
0.562896359518687	0.52734908060305
0.541652218553781	0.678665228048098
0.529095888131102	0.466947274778442
0.558086270899613	0.664132908190916
0.492008467670156	0.54647962213498
0.555524370907133	0.555747930031714
0.417080220501232	0.210859238271602
0.447817937963497	0.352222047245997
0.452876015771796	0.345173818806392
0.544786682151436	0.575837230407335
0.517166034532019	0.516492877587744
0.518005823326755	0.542930461473904
0.432086487140674	0.392648161067879
0.437185572315402	0.494218983641073
0.464968847778221	0.525889186544449
0.561185517237432	0.523132910180324
0.388112020658673	0.359173555228483
0.502218775839923	0.500541363500224
0.358495756831271	0.524533058306346
0.446830210710768	0.376162377405619
0.659259896845312	0.637015249219414
0.486720834748108	0.647219429151794
0.475201987579745	0.55498054759998
0.542641865248116	0.497913640040241
0.518275387908127	0.480262739680505
0.565294782979241	0.534835026933226
0.438962992844282	0.555335390126267
0.435872946632706	0.388048589264507
0.581210753658022	0.583761752236673
0.504327071976414	0.520550251360678
0.442065723569285	0.620789856622982
0.42934049196731	0.469994852100972
0.52550490358166	0.48377186498948
0.502142833496263	0.407749391428381
0.450263980246218	0.583120720405358
0.333811159154528	0.562670285581218
0.510426444753887	0.452769010237033
0.534226860382958	0.498447030966949
0.528822531063311	0.61720964494556
0.435969590528248	0.47602207192079
0.585707491126476	0.531743766828433
0.528322811002576	0.445781234285007
0.579988423635057	0.503081296809227
0.519735395673743	0.491559932484793
0.481554389348421	0.438430485308413
0.328441591124163	0.366715752251909
0.412967009990694	0.452928010010685
0.458812377699028	0.450749166557367
0.584460783322617	0.59093988622703
0.398662867330615	0.394528197294378
0.540025663443765	0.573041474180971
0.458909584421763	0.589101885514462
0.444433402988418	0.458517865502937
0.705848118373696	0.635561229467402
0.563522345382879	0.58753149542764
0.512167888385585	0.424428948946772
0.418976176190112	0.491469494839949
0.600179507997225	0.641178360434096
0.460102955806713	0.482507097844759
0.504286155124763	0.533604934003538
0.434974111797682	0.434362184996469
0.500899660453478	0.643711437518507
0.441124678020456	0.546025600849174
0.403998738177899	0.410835665615739
0.522442395509813	0.476034095280437
0.477024563631156	0.490354921996734
0.593683820203086	0.534988588840712
0.408954953570347	0.49103088138316
0.457908205617185	0.599823041913902
0.533752581289584	0.53683858349877
0.579467150852981	0.516368231498745
0.498612119172448	0.476315679233372
0.354877291039915	0.500035186185053
0.510262500446151	0.477493304568211
0.355499904967765	0.358909810837343
0.436622303889879	0.416052147284368
0.479066527222054	0.489023656886856
0.465993540116692	0.458061382549162
0.345069471312966	0.346989544023797
0.474834097665107	0.483912453211633
0.522649752492714	0.549866826168159
0.454167834784824	0.497457629147478
0.476636724739636	0.616994393088896
0.638256008586718	0.513313936642088
0.55915481914439	0.482417828836582
0.547412927718605	0.422467138460121
0.662894056215084	0.635198529694119
0.581576151838956	0.5375929897328
0.4217888940518	0.486251275828937
0.504643037137406	0.489845827509241
0.456015753326095	0.471451273767254
0.484893973599983	0.547783081916248
0.574606993548086	0.544213017521103
0.549390740645077	0.543164165888137
0.470517641128269	0.458356466622238
0.572278027734123	0.565945270596801
0.413408034607085	0.428748668077644
0.49111749438375	0.422193512558131
0.416150585782768	0.451983382429382
0.464310515297972	0.451357912299767
0.5109805906174	0.460359716699668
0.553020895133181	0.46377376940087
0.610855003550592	0.541090299108299
0.569359202855393	0.547102794908787
0.491722072771786	0.45792473624892
0.431647990082429	0.488402587036682
0.509214189900951	0.484341976930108
0.401544428599865	0.46900435621993
0.451813996888898	0.597174681528383
0.551833063602542	0.573774129493642
0.423729179154866	0.584109293331592
0.438380529537188	0.531762268600011
0.456534055023494	0.418539841461333
0.570147326703069	0.524460915669527
0.442371461558526	0.451877755227874
0.525777397462062	0.535596883925113
0.45135684243149	0.436030100981623
0.552845684463938	0.626082001052632
0.529721005616743	0.423117051818974
0.604312010358827	0.575158740697856
0.541914892822671	0.558322186507391
0.458671548544711	0.516262681738946
0.61881279631916	0.518185598745122
0.535891735248843	0.490989400690772
0.495391840954749	0.493871313046225
0.437409391892137	0.486978238166087
0.412153155881814	0.301456440609341
0.502906920168571	0.573878833749811
0.582762734118875	0.470498978563256
0.639189369677795	0.485813356558204
0.459555126247628	0.51033406991317
0.475080175857724	0.594415996285368
0.413202580958983	0.457851560133322
0.383629376754717	0.453549191650104
0.517561024904032	0.48399663515724
0.474278067354886	0.529298415435027
0.475798066240009	0.477582464706
0.405650127205432	0.428488693095086
0.490055720445462	0.472677167133159
0.435490338323967	0.402561237270151
0.523932025471472	0.557270493290767
0.40147059432307	0.502972426062606
0.509397592381248	0.40300160190299
0.40991553518183	0.520737128504599
0.318525568296441	0.444539372689998
0.44924666903902	0.450846981986098
0.570915231154575	0.533387914524196
0.55257719559584	0.592061536931443
0.447243080804095	0.51767574824828
0.481769494451004	0.423394019671945
0.417392561624078	0.489071450804119
0.424530377591102	0.565032917790647
0.445023025786287	0.490252345486746
0.482103862490138	0.407846392700003
0.52211196253015	0.654032435059081
0.437378386312931	0.399383542426102
0.417151218033072	0.260019866814312
0.510548760163723	0.551100261219801
0.427753366073456	0.493308232874531
0.445059451389044	0.521248585097972
0.521218876347132	0.496794812413804
0.492436115311878	0.426244419905467
0.517408737008398	0.498899117297937
0.63594677305718	0.555823694470632
0.484052744330753	0.37737617857461
0.426777046866123	0.519947039834616
0.524285167342868	0.531535307595075
0.422002372288926	0.459754639902187
0.56984960782587	0.648100249767997
0.476937317740872	0.439274726141362
0.434364151443173	0.545340868346227
0.483746909807435	0.487149412332762
0.508521107866058	0.442687255443763
0.528386122531034	0.543802953049934
0.384017849710774	0.493231945559417
0.365322002886613	0.431971925176832
0.476888191200125	0.352638485456723
0.565197868124189	0.536348823232314
0.507000802587428	0.438583883593108
0.485163048630353	0.552855162177323
0.598996598590118	0.604843848107495
0.357671767605175	0.432841013970645
0.581747470586737	0.557060327642588
0.494013114602513	0.494594174624947
0.477495223092718	0.441058945502417
0.409833545969064	0.4333537239269
0.535404666604011	0.560979409103683
0.403081435344683	0.419044045871899
0.398734550000562	0.609089923853505
0.454668537446835	0.402734462259219
0.48029881448341	0.552461511209174
0.523674048074862	0.524873648547623
0.448956071442344	0.456167638238412
0.4699480795421	0.606741851008118
0.467970713204624	0.512759093110014
0.652088318314885	0.594566726283612
0.408161857360136	0.430125764159597
0.398780944559123	0.30305110918213
0.598523702638204	0.689738642334934
0.488415604993305	0.372947874205539
0.532113126897932	0.558072419129977
0.45019396778542	0.272706342292035
0.400041472942117	0.476245013148265
0.544545858072309	0.332548583759279
0.475968360273825	0.465570461647993
0.364272598862144	0.39188996684959
0.467576381151259	0.32400851200485
0.517956599904874	0.438561137668186
0.556171835882883	0.535900834474606
0.539932681125138	0.545250337545606
0.72900416963602	0.633249426495354
0.460030831656314	0.557724327987904
0.456973373438342	0.524916042418925
0.375047981248131	0.324697301884365
0.524681454065483	0.489841114241618
0.34774355500009	0.469108765121333
0.588962394357769	0.643027846267941
0.509174131715267	0.600244516519709
0.689060484695432	0.627934949456907
0.412001339653831	0.59543306362307
0.422500091738882	0.520296198268689
0.372841823282225	0.401724478529378
0.438502497920772	0.499753713078356
0.42916335349836	0.401722137932215
0.357380865926959	0.422612851551761
0.340399279432956	0.423065192491146
0.520628174154175	0.430310561319578
0.396828400254685	0.509636062248766
0.575000976352361	0.532914273950578
0.503372645912052	0.519598819775438
0.544931690456238	0.415086060808875
0.535230124734689	0.578811816812871
0.50795004416255	0.508162585293748
0.761940142560543	0.611763271926815
0.442011890625694	0.53451050985658
0.574747657619213	0.491403656324498
0.379173057946979	0.599635990464345
0.442738623781397	0.468905419022869
0.652892437170903	0.45959999747534
0.433779417836714	0.4838046499005
0.323336051412788	0.435996537180737
0.503802416318294	0.461870886497781
0.452364681726327	0.463734603414513
0.587747328230706	0.498358669289455
0.554415157544738	0.517321147537368
0.484875402021953	0.484386023184092
0.313476199222467	0.42057633239134
0.453863044619299	0.489067919286464
